"numero_dpe","tr001_modele_dpe_id","nom_methode_dpe","version_methode_dpe","nom_methode_etude_thermique","version_methode_etude_thermique","date_visite_diagnostiqueur","date_etablissement_dpe","date_arrete_tarifs_energies","consommation_energie","classe_consommation_energie","estimation_ges","classe_estimation_ges","annee_construction","surface_habitable","numero_rue","type_voie","nom_rue","batiment","escalier","etage","porte","numero_lot","arrondissement","code_postal","commune","code_insee_commune","code_insee_commune_corrige","en_surface","en_souterrain","shon","surface_utile","surface_thermique_parties_communes","surface_baies_orientees_est_ouest","surface_baies_orientees_nord","surface_baies_orientees_sud","surface_parois_verticales_opaques_deperditives","surface_planchers_bas_deperditifs","surface_planchers_hauts_deperditifs","tr004_type_energie_id","tr006_type_usage_id","consommation_energie_finale","consommation_energie_primaire"
"1475P1000015C",14,"FACTURE SEULE","V2012","NULL","NULL","25/04/2013","01/08/2014","15/08/2011",292.87,"D",23.74,"C",1973,"636",,,"CTM Sport, CHS Sarthe, 24 Avenue de 19 Mars 1962","NULL","NULL","NULL","NULL","NULL","N/A","72703","Allonnes","72003","72003","0","0","0","0","0","0","0","0","0","0","0","4","11",101006,101006
"1475P1000015C",14,"FACTURE SEULE","V2012","NULL","NULL","25/04/2013","01/08/2014","15/08/2011",292.87,"D",23.74,"C",1973,"636",,,"CTM Sport, CHS Sarthe, 24 Avenue de 19 Mars 1962","NULL","NULL","NULL","NULL","NULL","N/A","72703","Allonnes","72003","72003","0","0","0","0","0","0","0","0","0","0","0","2","7",33046,85260
"1475P1000016D",14,"FACTURE SEULE","V2012","NULL","NULL","22/04/2013","01/08/2014","15/08/2011",291.08,"D",23.55,"C",1968,"642",,,"DPT, CHS Sarthe, 24 Avenue de 19 Mars 1962","NULL","NULL","NULL","NULL","NULL","N/A","72703","Allonnes","72003","72003","0","0","0","0","0","0","0","0","0","0","0","4","11",101006,101006
"1475P1000016D",14,"FACTURE SEULE","V2012","NULL","NULL","22/04/2013","01/08/2014","15/08/2011",291.08,"D",23.55,"C",1968,"642",,,"DPT, CHS Sarthe, 24 Avenue de 19 Mars 1962","NULL","NULL","NULL","NULL","NULL","N/A","72703","Allonnes","72003","72003","0","0","0","0","0","0","0","0","0","0","0","2","7",33283,85869
"1475P1000017E",14,"FACTURE SEULE","V2012","NULL","NULL","25/04/2013","01/08/2014","15/08/2011",284.93,"D",22.77,"C",1973,"721",,,"Frantz Fanon, CHS Sarthe, 24 Avenue de 19 Mars 1962","NULL","NULL","NULL","NULL","NULL","N/A","72703","Allonnes","72003","72003","0","0","0","0","0","0","0","0","0","0","0","4","11",108775,108775
"1475P1000017E",14,"FACTURE SEULE","V2012","NULL","NULL","25/04/2013","01/08/2014","15/08/2011",284.93,"D",22.77,"C",1973,"721",,,"Frantz Fanon, CHS Sarthe, 24 Avenue de 19 Mars 1962","NULL","NULL","NULL","NULL","NULL","N/A","72703","Allonnes","72003","72003","0","0","0","0","0","0","0","0","0","0","0","2","7",37464,96657
"1475P1000018F",14,"FACTURE SEULE","V2012","NULL","NULL","25/04/2013","01/08/2014","15/08/2011",133.51,"C",4.35,"A",1968,"214",,,"IFSI modulaire, CHS Sarthe, 24 Avenue de 19 Mars 1962","NULL","NULL","NULL","NULL","NULL","N/A","72703","Allonnes","72003","72003","0","0","0","0","0","0","0","0","0","0","0","2","7",11074,28571
"1475P1000019G",14,"FACTURE SEULE","V2012","NULL","NULL","25/04/2013","01/08/2014","15/08/2011",286.86,"D",23.03,"C",1968,"609",,,"Magasins généraux, CHS Sarthe, 24 Avenue de 19 Mars 1962","NULL","NULL","NULL","NULL","NULL","N/A","72703","Allonnes","72003","72003","0","0","0","0","0","0","0","0","0","0","0","4","11",93236,93236
"1475P1000019G",14,"FACTURE SEULE","V2012","NULL","NULL","25/04/2013","01/08/2014","15/08/2011",286.86,"D",23.03,"C",1968,"609",,,"Magasins généraux, CHS Sarthe, 24 Avenue de 19 Mars 1962","NULL","NULL","NULL","NULL","NULL","N/A","72703","Allonnes","72003","72003","0","0","0","0","0","0","0","0","0","0","0","2","7",31573,81459
"1475P1000020Y",14,"FACTURE SEULE","V2012","NULL","NULL","25/04/2013","01/08/2014","15/08/2011",294.88,"D",23.98,"C",1968,"145",,,"Maison des usagers, CHS Sarthe, 24 Avenue de 19 Mars 1962","NULL","NULL","NULL","NULL","NULL","N/A","72703","Allonnes","72003","72003","0","0","0","0","0","0","0","0","0","0","0","4","11",23309,23309
"1475P1000020Y",14,"FACTURE SEULE","V2012","NULL","NULL","25/04/2013","01/08/2014","15/08/2011",294.88,"D",23.98,"C",1968,"145",,,"Maison des usagers, CHS Sarthe, 24 Avenue de 19 Mars 1962","NULL","NULL","NULL","NULL","NULL","N/A","72703","Allonnes","72003","72003","0","0","0","0","0","0","0","0","0","0","0","2","7",7538,19448
"1475P1000021@",14,"FACTURE SEULE","V2012","NULL","NULL","27/04/2013","01/08/2014","15/08/2011",285.57,"D",22.88,"C",1968,"1279",,,"Pharmacie Fauvettes, CHS Sarthe, 24 Avenue de 19 Mars 1962","NULL","NULL","NULL","NULL","NULL","N/A","72703","Allonnes","72003","72003","0","0","0","0","0","0","0","0","0","0","0","4","11",194242,194242
"1475P1000021@",14,"FACTURE SEULE","V2012","NULL","NULL","27/04/2013","01/08/2014","15/08/2011",285.57,"D",22.88,"C",1968,"1279",,,"Pharmacie Fauvettes, CHS Sarthe, 24 Avenue de 19 Mars 1962","NULL","NULL","NULL","NULL","NULL","N/A","72703","Allonnes","72003","72003","0","0","0","0","0","0","0","0","0","0","0","2","7",66282,171007
"1475P1000022A",14,"FACTURE SEULE","V2012","NULL","NULL","27/04/2013","01/08/2014","15/08/2011",288.84,"D",23.27,"C",1992,"501",,,"Services logistiques, CHS Sarthe, 24 Avenue de 19 Mars 1962","NULL","NULL","NULL","NULL","NULL","N/A","72703","Allonnes","72003","72003","0","0","0","0","0","0","0","0","0","0","0","4","11",77697,77697
"1475P1000022A",14,"FACTURE SEULE","V2012","NULL","NULL","27/04/2013","01/08/2014","15/08/2011",288.84,"D",23.27,"C",1992,"501",,,"Services logistiques, CHS Sarthe, 24 Avenue de 19 Mars 1962","NULL","NULL","NULL","NULL","NULL","N/A","72703","Allonnes","72003","72003","0","0","0","0","0","0","0","0","0","0","0","2","7",25973,67010
"1475P1000023B",14,"FACTURE SEULE","V2012","NULL","NULL","26/04/2013","01/08/2014","15/08/2011",291.22,"D",25.16,"C",1968,"133",,,"Vie sociale et loisirs, CHS Sarthe, 24 Avenue de 19 Mars 1962","NULL","NULL","NULL","NULL","NULL","N/A","72703","Allonnes","72003","72003","0","0","0","0","0","0","0","0","0","0","0","4","11",23309,23309
"1475P1000023B",14,"FACTURE SEULE","V2012","NULL","NULL","26/04/2013","01/08/2014","15/08/2011",291.22,"D",25.16,"C",1968,"133",,,"Vie sociale et loisirs, CHS Sarthe, 24 Avenue de 19 Mars 1962","NULL","NULL","NULL","NULL","NULL","N/A","72703","Allonnes","72003","72003","0","0","0","0","0","0","0","0","0","0","0","2","7",5978,15423
"1413P1000003R",14,"3CL - DPE","V2012","NULL","NULL","12/09/2014","16/09/2014","15/08/2011",385,"E",12,"B",1974,"0","5 ter","Rue","Du Grand Logis","NULL","NULL","Rez de chaussee","NULL","NULL","70","13770","VENELLES","13113","13113","NULL","NULL","NULL","65","0","NULL","NULL","NULL","NULL","NULL","NULL","2","1",6433,16598
"1413P1000003R",14,"3CL - DPE","V2012","NULL","NULL","12/09/2014","16/09/2014","15/08/2011",385,"E",12,"B",1974,"0","5 ter","Rue","Du Grand Logis","NULL","NULL","Rez de chaussee","NULL","NULL","70","13770","VENELLES","13113","13113","NULL","NULL","NULL","65","0","NULL","NULL","NULL","NULL","NULL","NULL","2","3",3267,8428
"1438P1000003Y",14,"Factures","2012",,,"13/08/2014","13/08/2014","15/08/2013",432.21,"E",14.07,"B",1989,"39","local",,"Les Portes de Crolles","NC",,"rdc",,"NC","0","38920","crolles","38140","38140","1","0","39","0","0","6,24","0","0","76,54","39","39","2","11",6533.33,16856
"1438P1000003Y",14,"Factures","2012",,,"13/08/2014","13/08/2014","15/08/2013",432.21,"E",14.07,"B",1989,"39","local",,"Les Portes de Crolles","NC",,"rdc",,"NC","0","38920","crolles","38140","38140","1","0","39","0","0","6,24","0","0","76,54","39","39","2","9",0,0
"1417P1000002U",14,"FACTURE - DPE","V2012","NULL","NULL","01/09/2014","04/09/2014","15/08/2011",118.36,"C",3.85,"A",2000,"450","17","rue","JEAN PERRIN",,,,,,"0","17000","LA ROCHELLE","17300","17300","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","1",20644,118.36
"1473P1000002W",14,"Méthode Facture","N/A","15-août-11","15-août-11","15/09/2014","16/09/2014","15/09/2011",52,"D",1,"C",1,"2301,6",,,"Parc Ouragan. Bâtiment C ZAC Savoie Technolac. Rue du lac Majeur",,,,,,"N/A","73370","LE BOURGET-DU-LAC","73050","73050","0","0","2301,6","100","0","0","0","0","951,54","735","732","2","1",16977.7,43802.47
"1473P1000002W",14,"Méthode Facture","N/A","15-août-11","15-août-11","15/09/2014","16/09/2014","15/09/2011",52,"D",1,"C",1,"2301,6",,,"Parc Ouragan. Bâtiment C ZAC Savoie Technolac. Rue du lac Majeur",,,,,,"N/A","73370","LE BOURGET-DU-LAC","73050","73050","0","0","2301,6","100","0","0","0","0","951,54","735","732","2","7",12841.51,33131.1
"1473P1000002W",14,"Méthode Facture","N/A","15-août-11","15-août-11","15/09/2014","16/09/2014","15/09/2011",52,"D",1,"C",1,"2301,6",,,"Parc Ouragan. Bâtiment C ZAC Savoie Technolac. Rue du lac Majeur",,,,,,"N/A","73370","LE BOURGET-DU-LAC","73050","73050","0","0","2301,6","100","0","0","0","0","951,54","735","732","2","7",5864.26,15129.79
"1473P1000002W",14,"Méthode Facture","N/A","15-août-11","15-août-11","15/09/2014","16/09/2014","15/09/2011",52,"D",1,"C",1,"2301,6",,,"Parc Ouragan. Bâtiment C ZAC Savoie Technolac. Rue du lac Majeur",,,,,,"N/A","73370","LE BOURGET-DU-LAC","73050","73050","0","0","2301,6","100","0","0","0","0","951,54","735","732","2","7",3429.19,8847.31
"1473P1000002W",14,"Méthode Facture","N/A","15-août-11","15-août-11","15/09/2014","16/09/2014","15/09/2011",52,"D",1,"C",1,"2301,6",,,"Parc Ouragan. Bâtiment C ZAC Savoie Technolac. Rue du lac Majeur",,,,,,"N/A","73370","LE BOURGET-DU-LAC","73050","73050","0","0","2301,6","100","0","0","0","0","951,54","735","732","2","7",2439.94,6295.05
"1473P1000002W",14,"Méthode Facture","N/A","15-août-11","15-août-11","15/09/2014","16/09/2014","15/09/2011",52,"D",1,"C",1,"2301,6",,,"Parc Ouragan. Bâtiment C ZAC Savoie Technolac. Rue du lac Majeur",,,,,,"N/A","73370","LE BOURGET-DU-LAC","73050","73050","0","0","2301,6","100","0","0","0","0","951,54","735","732","2","4",5255.16,13558.31
"1473P1000002W",14,"Méthode Facture","N/A","15-août-11","15-août-11","15/09/2014","16/09/2014","15/09/2011",52,"D",1,"C",1,"2301,6",,,"Parc Ouragan. Bâtiment C ZAC Savoie Technolac. Rue du lac Majeur",,,,,,"N/A","73370","LE BOURGET-DU-LAC","73050","73050","0","0","2301,6","100","0","0","0","0","951,54","735","732","2","9",0,0
"1492P1000003Y",14,"Factures","2012",,,"22/08/2014","22/08/2014","15/08/2014",1324.68,"G",43.13,"D",1961,"436","NC",,"28 Route du Bassin n°6","NC",,"NC",,"NC","0","92230","GENNEVILLIERS","92036","92036","1","0","436","0","0","0","0","0","0","436","436","2","1",223860,577558.8
"1492P1000003Y",14,"Factures","2012",,,"22/08/2014","22/08/2014","15/08/2014",1324.68,"G",43.13,"D",1961,"436","NC",,"28 Route du Bassin n°6","NC",,"NC",,"NC","0","92230","GENNEVILLIERS","92036","92036","1","0","436","0","0","0","0","0","0","436","436","2","9",0,0
"1493P1000013A",14,"FACTURE SEULE","V2012","NULL","NULL","11/07/2014","19/09/2014","15/08/2011",363.9,"E",60.91,"D",1969,"750",,,"Maison du MEXIQUE, 9 boulevard Jourdan","NULL","NULL","NULL","NULL","NULL","N/A","75014","PARIS","75114","75114","0","0","0","0","0","0","0","0","0","0","0","3","11",182668,182668
"1493P1000013A",14,"FACTURE SEULE","V2012","NULL","NULL","11/07/2014","19/09/2014","15/08/2011",363.9,"E",60.91,"D",1969,"750",,,"Maison du MEXIQUE, 9 boulevard Jourdan","NULL","NULL","NULL","NULL","NULL","N/A","75014","PARIS","75114","75114","0","0","0","0","0","0","0","0","0","0","0","2","7",34984,90257
"1476P1000004B",14,"FACTURE SEULE","V2012","NULL","NULL","11/09/2014","11/09/2014","15/08/2011",238.35,"D",36.5,"D",1969,"1158",,,"Château, Centre Jean L'Herminier, Route des Roches","NULL","NULL","NULL","NULL","NULL","N/A","76350","OISSEL","76484","76484","0","0","0","0","0","0","0","0","0","0","0","3","1",165184,165184
"1476P1000004B",14,"FACTURE SEULE","V2012","NULL","NULL","11/09/2014","11/09/2014","15/08/2011",238.35,"D",36.5,"D",1969,"1158",,,"Château, Centre Jean L'Herminier, Route des Roches","NULL","NULL","NULL","NULL","NULL","N/A","76350","OISSEL","76484","76484","0","0","0","0","0","0","0","0","0","0","0","2","7",42957,110828
"1476P1000004B",14,"FACTURE SEULE","V2012","NULL","NULL","11/09/2014","11/09/2014","15/08/2011",238.35,"D",36.5,"D",1969,"1158",,,"Château, Centre Jean L'Herminier, Route des Roches","NULL","NULL","NULL","NULL","NULL","N/A","76350","OISSEL","76484","76484","0","0","0","0","0","0","0","0","0","0","0","NULL","9",0,0
"1476P1000005C",14,"FACTURE SEULE","V2012","NULL","NULL","11/09/2014","11/09/2014","15/08/2011",238.35,"D",36.5,"D",1969,"1377",,,"Bâtiment E et D, Centre Jean L'Herminier, Route des Roches","NULL","NULL","NULL","NULL","NULL","N/A","76350","OISSEL","76484","76484","0","0","0","0","0","0","0","0","0","0","0","3","1",196423,196423
"1476P1000005C",14,"FACTURE SEULE","V2012","NULL","NULL","11/09/2014","11/09/2014","15/08/2011",238.35,"D",36.5,"D",1969,"1377",,,"Bâtiment E et D, Centre Jean L'Herminier, Route des Roches","NULL","NULL","NULL","NULL","NULL","N/A","76350","OISSEL","76484","76484","0","0","0","0","0","0","0","0","0","0","0","2","7",51081,131788
"1476P1000005C",14,"FACTURE SEULE","V2012","NULL","NULL","11/09/2014","11/09/2014","15/08/2011",238.35,"D",36.5,"D",1969,"1377",,,"Bâtiment E et D, Centre Jean L'Herminier, Route des Roches","NULL","NULL","NULL","NULL","NULL","N/A","76350","OISSEL","76484","76484","0","0","0","0","0","0","0","0","0","0","0","NULL","9",0,0
"1476P1000006D",14,"FACTURE SEULE","V2012","NULL","NULL","11/09/2014","11/09/2014","15/08/2011",238.41,"D",36.5,"D",1969,"1041",,,"Bâtiment A, Centre Jean L'Herminier, Route des Roches","NULL","NULL","NULL","NULL","NULL","N/A","76350","OISSEL","76484","76484","0","0","0","0","0","0","0","0","0","0","0","3","1",148530,148530
"1476P1000006D",14,"FACTURE SEULE","V2012","NULL","NULL","11/09/2014","11/09/2014","15/08/2011",238.41,"D",36.5,"D",1969,"1041",,,"Bâtiment A, Centre Jean L'Herminier, Route des Roches","NULL","NULL","NULL","NULL","NULL","N/A","76350","OISSEL","76484","76484","0","0","0","0","0","0","0","0","0","0","0","2","7",38626,99654
"1476P1000006D",14,"FACTURE SEULE","V2012","NULL","NULL","11/09/2014","11/09/2014","15/08/2011",238.41,"D",36.5,"D",1969,"1041",,,"Bâtiment A, Centre Jean L'Herminier, Route des Roches","NULL","NULL","NULL","NULL","NULL","N/A","76350","OISSEL","76484","76484","0","0","0","0","0","0","0","0","0","0","0","NULL","9",0,0
"1476P1000007E",14,"FACTURE SEULE","V2012","NULL","NULL","11/09/2014","11/09/2014","15/08/2011",238.42,"D",36.51,"D",1969,"3383",,,"Bâtiment B et F, Centre Jean L'Herminier, Route des Roches","NULL","NULL","NULL","NULL","NULL","N/A","76350","OISSEL","76484","76484","0","0","0","0","0","0","0","0","0","0","0","3","1",482704,482704
"1476P1000007E",14,"FACTURE SEULE","V2012","NULL","NULL","11/09/2014","11/09/2014","15/08/2011",238.42,"D",36.51,"D",1969,"3383",,,"Bâtiment B et F, Centre Jean L'Herminier, Route des Roches","NULL","NULL","NULL","NULL","NULL","N/A","76350","OISSEL","76484","76484","0","0","0","0","0","0","0","0","0","0","0","2","7",125528,323862
"1476P1000007E",14,"FACTURE SEULE","V2012","NULL","NULL","11/09/2014","11/09/2014","15/08/2011",238.42,"D",36.51,"D",1969,"3383",,,"Bâtiment B et F, Centre Jean L'Herminier, Route des Roches","NULL","NULL","NULL","NULL","NULL","N/A","76350","OISSEL","76484","76484","0","0","0","0","0","0","0","0","0","0","0","NULL","9",0,0
"1472P1000003W",14,"FACTURE SEULE","V2012","NULL","NULL","17/06/2014","18/09/2014","15/08/2011",217.79,"D",7.58,"B",2009,"561",,,"Siège de la Communauté de Communes, RUE DES CORDEES","NULL","NULL","NULL","NULL","NULL","N/A","85580","ST-MICHEL-EN-L'HERM","85255","85255","0","0","0","0","0","0","0","0","0","0","0","2","7",50656,130692
"1472P1000003W",14,"FACTURE SEULE","V2012","NULL","NULL","17/06/2014","18/09/2014","15/08/2011",217.79,"D",7.58,"B",2009,"561",,,"Siège de la Communauté de Communes, RUE DES CORDEES","NULL","NULL","NULL","NULL","NULL","N/A","85580","ST-MICHEL-EN-L'HERM","85255","85255","0","0","0","0","0","0","0","0","0","0","0","2","8",3300,8514
"1472P1000004X",14,"FACTURE SEULE","V2012","NULL","NULL","01/07/2014","18/09/2014","15/08/2011",342.66,"D",32.96,"D",1977,"873",,,"Médiathèque, RUE DU GAZ","NULL","NULL","NULL","NULL","NULL","N/A","85400","LUCON","85128","85128","0","0","0","0","0","0","0","0","0","0","0","3","11",94484,94484
"1472P1000004X",14,"FACTURE SEULE","V2012","NULL","NULL","01/07/2014","18/09/2014","15/08/2011",342.66,"D",32.96,"D",1977,"873",,,"Médiathèque, RUE DU GAZ","NULL","NULL","NULL","NULL","NULL","N/A","85400","LUCON","85128","85128","0","0","0","0","0","0","0","0","0","0","0","2","7",79325,204659
"1477P1000005D",14,"FACTURE SEULE","V2012","NULL","NULL","21/05/2014","21/05/2014","15/08/2011",145.28,"C",33.99,"D",1994,"2330",,"Rue","Abbé Noël","NULL","NULL","NULL","NULL","NULL","N/A","77220","PRESLES EN BRIE","77377","77377","0","0","0","0","0","0","0","0","0","0","0","3","11",338494,338494
"1477P1000005D",14,"FACTURE SEULE","V2012","NULL","NULL","21/05/2014","21/05/2014","15/08/2011",145.28,"C",33.99,"D",1994,"2330",,"Rue","Abbé Noël","NULL","NULL","NULL","NULL","NULL","N/A","77220","PRESLES EN BRIE","77377","77377","0","0","0","0","0","0","0","0","0","0","0","NULL","9",0,0
"1459P1000005D",14,"FACTURE - DPE","V2012","NULL","NULL","24/09/2014","24/09/2014","15/08/2011",196.59,"C",37.05,"D",1948,"304,53",,,"114, rue Jacquemars Gielée",,,,,,"0","59000","LILLE","59350","59350","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","1",5247,44.45
"1459P1000005D",14,"FACTURE - DPE","V2012","NULL","NULL","24/09/2014","24/09/2014","15/08/2011",196.59,"C",37.05,"D",1948,"304,53",,,"114, rue Jacquemars Gielée",,,,,,"0","59000","LILLE","59350","59350","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3","1",46330.1,152.14
"1435P1000004W",14,"Méthode Facture","N/A","15-août-11","15-août-11","23/09/2014","25/09/2014","15/09/2011",61,"D",2,"C",1,"1701,04",,,"Rue René Dumont",,"Batiment Energis 1 - Bureaux du Pôle emploi",,,"N°1, 4, 5, 7, 8, 10, 11 et 13","N/A","35000","RENNES","35238","35238","0","0","1701,04","100","0","1081,16","0","0","452,1","525","505,5","2","1",15055.68,38843.65
"1435P1000004W",14,"Méthode Facture","N/A","15-août-11","15-août-11","23/09/2014","25/09/2014","15/09/2011",61,"D",2,"C",1,"1701,04",,,"Rue René Dumont",,"Batiment Energis 1 - Bureaux du Pôle emploi",,,"N°1, 4, 5, 7, 8, 10, 11 et 13","N/A","35000","RENNES","35238","35238","0","0","1701,04","100","0","1081,16","0","0","452,1","525","505,5","2","7",10905.15,28135.29
"1435P1000004W",14,"Méthode Facture","N/A","15-août-11","15-août-11","23/09/2014","25/09/2014","15/09/2011",61,"D",2,"C",1,"1701,04",,,"Rue René Dumont",,"Batiment Energis 1 - Bureaux du Pôle emploi",,,"N°1, 4, 5, 7, 8, 10, 11 et 13","N/A","35000","RENNES","35238","35238","0","0","1701,04","100","0","1081,16","0","0","452,1","525","505,5","2","7",5528.86,14264.45
"1435P1000004W",14,"Méthode Facture","N/A","15-août-11","15-août-11","23/09/2014","25/09/2014","15/09/2011",61,"D",2,"C",1,"1701,04",,,"Rue René Dumont",,"Batiment Energis 1 - Bureaux du Pôle emploi",,,"N°1, 4, 5, 7, 8, 10, 11 et 13","N/A","35000","RENNES","35238","35238","0","0","1701,04","100","0","1081,16","0","0","452,1","525","505,5","2","7",1857.1,4791.33
"1435P1000004W",14,"Méthode Facture","N/A","15-août-11","15-août-11","23/09/2014","25/09/2014","15/09/2011",61,"D",2,"C",1,"1701,04",,,"Rue René Dumont",,"Batiment Energis 1 - Bureaux du Pôle emploi",,,"N°1, 4, 5, 7, 8, 10, 11 et 13","N/A","35000","RENNES","35238","35238","0","0","1701,04","100","0","1081,16","0","0","452,1","525","505,5","2","7",745.49,1923.37
"1435P1000004W",14,"Méthode Facture","N/A","15-août-11","15-août-11","23/09/2014","25/09/2014","15/09/2011",61,"D",2,"C",1,"1701,04",,,"Rue René Dumont",,"Batiment Energis 1 - Bureaux du Pôle emploi",,,"N°1, 4, 5, 7, 8, 10, 11 et 13","N/A","35000","RENNES","35238","35238","0","0","1701,04","100","0","1081,16","0","0","452,1","525","505,5","2","4",6503.99,16780.28
"1435P1000004W",14,"Méthode Facture","N/A","15-août-11","15-août-11","23/09/2014","25/09/2014","15/09/2011",61,"D",2,"C",1,"1701,04",,,"Rue René Dumont",,"Batiment Energis 1 - Bureaux du Pôle emploi",,,"N°1, 4, 5, 7, 8, 10, 11 et 13","N/A","35000","RENNES","35238","35238","0","0","1701,04","100","0","1081,16","0","0","452,1","525","505,5","2","9",0,0
"1435P1000005X",14,"Méthode Facture","N/A","15-août-11","15-août-11","23/09/2014","26/09/2014","15/09/2011",69,"D",2,"C",1,"230",,,"Rue René Dumont",,"Batiment Energis 1 - Bureaux du Pôle emploi",,,"16 plateau 1.42","N/A","35000","RENNES","35238","35238","0","0","230","100","0","1081,16","0","0","452,1","525","505,5","2","1",2302.13,5939.5
"1435P1000005X",14,"Méthode Facture","N/A","15-août-11","15-août-11","23/09/2014","26/09/2014","15/09/2011",69,"D",2,"C",1,"230",,,"Rue René Dumont",,"Batiment Energis 1 - Bureaux du Pôle emploi",,,"16 plateau 1.42","N/A","35000","RENNES","35238","35238","0","0","230","100","0","1081,16","0","0","452,1","525","505,5","2","7",1667.48,4302.1
"1435P1000005X",14,"Méthode Facture","N/A","15-août-11","15-août-11","23/09/2014","26/09/2014","15/09/2011",69,"D",2,"C",1,"230",,,"Rue René Dumont",,"Batiment Energis 1 - Bureaux du Pôle emploi",,,"16 plateau 1.42","N/A","35000","RENNES","35238","35238","0","0","230","100","0","1081,16","0","0","452,1","525","505,5","2","7",845.41,2181.15
"1435P1000005X",14,"Méthode Facture","N/A","15-août-11","15-août-11","23/09/2014","26/09/2014","15/09/2011",69,"D",2,"C",1,"230",,,"Rue René Dumont",,"Batiment Energis 1 - Bureaux du Pôle emploi",,,"16 plateau 1.42","N/A","35000","RENNES","35238","35238","0","0","230","100","0","1081,16","0","0","452,1","525","505,5","2","7",283.97,732.63
"1435P1000005X",14,"Méthode Facture","N/A","15-août-11","15-août-11","23/09/2014","26/09/2014","15/09/2011",69,"D",2,"C",1,"230",,,"Rue René Dumont",,"Batiment Energis 1 - Bureaux du Pôle emploi",,,"16 plateau 1.42","N/A","35000","RENNES","35238","35238","0","0","230","100","0","1081,16","0","0","452,1","525","505,5","2","7",113.99,294.1
"1435P1000005X",14,"Méthode Facture","N/A","15-août-11","15-août-11","23/09/2014","26/09/2014","15/09/2011",69,"D",2,"C",1,"230",,,"Rue René Dumont",,"Batiment Energis 1 - Bureaux du Pôle emploi",,,"16 plateau 1.42","N/A","35000","RENNES","35238","35238","0","0","230","100","0","1081,16","0","0","452,1","525","505,5","2","4",994.51,2565.84
"1435P1000005X",14,"Méthode Facture","N/A","15-août-11","15-août-11","23/09/2014","26/09/2014","15/09/2011",69,"D",2,"C",1,"230",,,"Rue René Dumont",,"Batiment Energis 1 - Bureaux du Pôle emploi",,,"16 plateau 1.42","N/A","35000","RENNES","35238","35238","0","0","230","100","0","1081,16","0","0","452,1","525","505,5","2","9",0,0
"1435P1000006Y",14,"Méthode Facture","N/A","15-août-11","15-août-11","23/09/2014","26/09/2014","15/09/2011",69,"D",2,"C",1,"187,55",,,"Rue René Dumont",,"Batiment Energis 1 - Bureaux du Pôle emploi",,,"14 plateau 1.41","N/A","35000","RENNES","35238","35238","0","0","187,55","100","0","1081,16","0","0","452,1","525","505,5","2","1",1886.99,4868.44
"1435P1000006Y",14,"Méthode Facture","N/A","15-août-11","15-août-11","23/09/2014","26/09/2014","15/09/2011",69,"D",2,"C",1,"187,55",,,"Rue René Dumont",,"Batiment Energis 1 - Bureaux du Pôle emploi",,,"14 plateau 1.41","N/A","35000","RENNES","35238","35238","0","0","187,55","100","0","1081,16","0","0","452,1","525","505,5","2","7",1366.79,3526.31
"1435P1000006Y",14,"Méthode Facture","N/A","15-août-11","15-août-11","23/09/2014","26/09/2014","15/09/2011",69,"D",2,"C",1,"187,55",,,"Rue René Dumont",,"Batiment Energis 1 - Bureaux du Pôle emploi",,,"14 plateau 1.41","N/A","35000","RENNES","35238","35238","0","0","187,55","100","0","1081,16","0","0","452,1","525","505,5","2","7",692.96,1787.82
"1435P1000006Y",14,"Méthode Facture","N/A","15-août-11","15-août-11","23/09/2014","26/09/2014","15/09/2011",69,"D",2,"C",1,"187,55",,,"Rue René Dumont",,"Batiment Energis 1 - Bureaux du Pôle emploi",,,"14 plateau 1.41","N/A","35000","RENNES","35238","35238","0","0","187,55","100","0","1081,16","0","0","452,1","525","505,5","2","7",232.76,600.52
"1435P1000006Y",14,"Méthode Facture","N/A","15-août-11","15-août-11","23/09/2014","26/09/2014","15/09/2011",69,"D",2,"C",1,"187,55",,,"Rue René Dumont",,"Batiment Energis 1 - Bureaux du Pôle emploi",,,"14 plateau 1.41","N/A","35000","RENNES","35238","35238","0","0","187,55","100","0","1081,16","0","0","452,1","525","505,5","2","7",93.44,241.06
"1435P1000006Y",14,"Méthode Facture","N/A","15-août-11","15-août-11","23/09/2014","26/09/2014","15/09/2011",69,"D",2,"C",1,"187,55",,,"Rue René Dumont",,"Batiment Energis 1 - Bureaux du Pôle emploi",,,"14 plateau 1.41","N/A","35000","RENNES","35238","35238","0","0","187,55","100","0","1081,16","0","0","452,1","525","505,5","2","4",815.17,2103.14
"1435P1000006Y",14,"Méthode Facture","N/A","15-août-11","15-août-11","23/09/2014","26/09/2014","15/09/2011",69,"D",2,"C",1,"187,55",,,"Rue René Dumont",,"Batiment Energis 1 - Bureaux du Pôle emploi",,,"14 plateau 1.41","N/A","35000","RENNES","35238","35238","0","0","187,55","100","0","1081,16","0","0","452,1","525","505,5","2","9",0,0
